pmcid	pmid	doi	journal	year	title	n_oss_packages	packages	pipeline
PMC11494363	39388264	10.1073/pnas.2409395121	PNAS	2024	Tipping the balance between fairness and efficiency through temporoparietal stimulation.	4	JAGS; R; SPM; lme4	differential/statistical testing [JAGS] -> stage not stated [R v4.0.0, SPM, lme4]
PMC11494367	39392665	10.1073/pnas.2405860121	PNAS	2024	Paraneoplastic renal dysfunction in fly cancer models driven by inflammatory activation of stem cells.	2	Fiji; ImageJ	stage not stated [Fiji, ImageJ]
PMC11513899	39405357	10.1073/pnas.2410410121	PNAS	2024	Dramatic recent declines in the size of monarch butterfly (&lt;i&gt;Danaus plexippus&lt;/i&gt;) roosts during fall migration.	1	R	stage not stated [R]
PMC11513900	39418308	10.1073/pnas.2409283121	PNAS	2024	Hierarchical assembly and environmental enhancement of bacterial ice nucleators.	1	AlphaFold	stage not stated [AlphaFold]
PMC11513901	39401350	10.1073/pnas.2402352121	PNAS	2024	Manipulating a host-native microbial strain compensates for low microbial diversity by increasing weight gain in a wild bird population.	6	Bioconductor; DADA2; R; lme4; phyloseq; vegan	visualisation [vegan] -> stage not stated [Bioconductor, DADA2, R, lme4, phyloseq]
PMC11513903	39405356	10.1073/pnas.2407838121	PNAS	2024	A role for cross-linking proteins in actin filament network organization and force generation.	2	Jupyter; Python	simulation/modelling [Jupyter, Python v3.7]
PMC11513911	39401349	10.1073/pnas.2321652121	PNAS	2024	Self-views converge during enjoyable conversations.	2	R; lme4	differential/statistical testing [lme4] -> stage not stated [R]
PMC11513912	39418304	10.1073/pnas.2414377121	PNAS	2024	Nuclear p62 condensates stabilize the promyelocytic leukemia nuclear bodies by sequestering their ubiquitin ligase RNF4.	1	GSEA	stage not stated [GSEA]
PMC11513915	39401358	10.1073/pnas.2401523121	PNAS	2024	Asymmetric winter warming reduces microbial carbon use efficiency and growth more than symmetric year-round warming in alpine soils.	3	R; lme4; phytools	dimensionality reduction/clustering [phytools] -> stage not stated [R, lme4]
PMC11513916	39401366	10.1073/pnas.2408583121	PNAS	2024	Intensive leaf cooling promotes tree survival during a record heatwave.	3	R; emmeans; lme4	differential/statistical testing [emmeans, lme4] -> stage not stated [R]
PMC11513929	39413130	10.1073/pnas.2401317121	PNAS	2024	Deciphering the neural responses to a naturalistic persuasive message.	5	Nilearn; PsychoPy; Python; dcm2niix; fMRIPrep	stage not stated [Nilearn, PsychoPy, Python, dcm2niix, fMRIPrep]
PMC11513930	39418309	10.1073/pnas.2403601121	PNAS	2024	Evolutionary origins of the lysosome-related organelle sorting machinery reveal ancient homology in post-endosome trafficking pathways.	9	AlphaFold; BLAST; BUSCO; ChimeraX; HMMER; IQ-TREE; InterProScan; Kraken2; Singularity	quality control [Kraken2] -> read trimming [Kraken2] -> alignment/mapping [ChimeraX] -> stage not stated [AlphaFold, BLAST, BUSCO v5.2.2, HMMER, IQ-TREE, InterProScan, Singularity v3.8]
PMC11513932	39405346	10.1073/pnas.2407548121	PNAS	2024	Dramatic changes in mitochondrial subcellular location and morphology accompany activation of the CO&lt;sub&gt;2&lt;/sub&gt; concentrating mechanism.	2	EMAN2; IMOD	visualisation [EMAN2, IMOD]
PMC11513953	39413134	10.1073/pnas.2400920121	PNAS	2024	BLNK negatively regulates innate antifungal immunity through inhibiting c-Cbl-mediated macrophage migration.	1	ImageJ	stage not stated [ImageJ]
PMC11513954	39401365	10.1073/pnas.2406773121	PNAS	2024	Abortive infection of bat fibroblasts with SARS-CoV-2.	4	DESeq2; GSEA; ImageJ; STAR	alignment/mapping [STAR] -> quantification [ImageJ] -> differential/statistical testing [DESeq2, GSEA]
PMC11513962	39401354	10.1073/pnas.2403808121	PNAS	2024	Modeling the population-level impact of a third dose of MMR vaccine on a mumps outbreak at the University of Iowa.	2	R; Stan	differential/statistical testing [Stan] -> simulation/modelling [Stan] -> stage not stated [R]
PMC11513963	39405347	10.1073/pnas.2410830121	PNAS	2024	Multiomics profiling of mouse polycystic kidney disease progression at a single-cell resolution.	2	Seurat; UMAP	dimensionality reduction/clustering [UMAP] -> stage not stated [Seurat v4.0.2]
PMC11513965	39405352	10.1073/pnas.2400650121	PNAS	2024	Constitutive sodium permeability in a &lt;i&gt;C. elegans&lt;/i&gt; two-pore domain potassium channel.	1	AlphaFold	stage not stated [AlphaFold]
PMC11513968	39413128	10.1073/pnas.2411987121	PNAS	2024	Gut-to-brain regulation of &lt;i&gt;Drosophila&lt;/i&gt; aging through neuropeptide F, insulin, and juvenile hormone.	1	ImageJ	stage not stated [ImageJ]
PMC11513969	39423244	10.1073/pnas.2405463121	PNAS	2024	Single-cell resolution of intestinal regeneration in pythons without crypts illuminates conserved vertebrate regenerative mechanisms.	7	DESeq2; SCENIC; STAR; Seurat; Trimmomatic; UMAP; pheatmap	read trimming [STAR v2.7.10a, Trimmomatic v0.36] -> alignment/mapping [STAR v2.7.10a, Trimmomatic v0.36] -> quantification [STAR v2.7.10a, Trimmomatic v0.36] -> normalisation [Seurat v4.2.0] -> dimensionality reduction/clustering [Seurat v4.2.0, UMAP, pheatmap v1.0.12] -> differential/statistical testing [pheatmap v1.0.12] -> visualisation [UMAP, pheatmap v1.0.12] -> stage not stated [DESeq2 v1.36.0, SCENIC v1.3.1]
PMC11513970	39413138	10.1073/pnas.2406686121	PNAS	2024	KCTD1 regulation of Adenylyl cyclase type 5 adjusts striatal cAMP signaling.	1	ImageJ	quantification [ImageJ]
PMC11513977	39413133	10.1073/pnas.2402759121	PNAS	2024	Live-cell imaging under centrifugation characterized the cellular force for nuclear centration in the &lt;i&gt;Caenorhabditis elegans&lt;/i&gt; embryo.	1	ImageJ	stage not stated [ImageJ]
PMC11513978	39405345	10.1073/pnas.2407355121	PNAS	2024	Folds from fold: Exploring topological isoforms of a single-domain protein.	1	AlphaFold	stage not stated [AlphaFold]
PMC11513979	39401352	10.1073/pnas.2414213121	PNAS	2024	Goblet cell differentiation subgroups in colorectal cancer.	4	CellProfiler; Fiji; ImageJ; QuPath	visualisation [Fiji, ImageJ, QuPath] -> stage not stated [CellProfiler v3.0]
PMC11513980	39401353	10.1073/pnas.2404232121	PNAS	2024	Hyperspectral oblique plane microscopy enables spontaneous, label-free imaging of biological dynamic processes in live animals.	2	ImageJ; SciPy	normalisation [SciPy] -> visualisation [ImageJ]
PMC11513981	39423241	10.1073/pnas.2404709121	PNAS	2024	CD73 promotes non-small cell lung cancer metastasis by regulating Axl signaling independent of GAS6.	1	GROMACS	simulation/modelling [GROMACS v2018.4]
PMC11536071	39432788	10.1073/pnas.2322819121	PNAS	2024	Film intervention increases empathic understanding of formerly incarcerated people and support for criminal justice reform.	1	R	stage not stated [R]
PMC11536072	39432783	10.1073/pnas.2318767121	PNAS	2024	The pyruvate-GPR31 axis promotes transepithelial dendrite formation in human intestinal dendritic cells.	10	Bowtie2; DESeq2; GSEA; Metascape; R; SAMtools; Scanpy; Seurat; TopHat; UMAP	alignment/mapping [Bowtie2 v2.2.8, SAMtools v0.1.18, TopHat v2.1.1] -> quantification [DESeq2] -> dimensionality reduction/clustering [DESeq2, UMAP] -> differential/statistical testing [DESeq2, Metascape v3.5.20230501] -> visualisation [UMAP] -> stage not stated [GSEA, R v4.1, Scanpy v1.9.1, Seurat v4.1.0]
PMC11536073	39432793	10.1073/pnas.2402637121	PNAS	2024	The Greenland spatial fingerprint of Dansgaard-Oeschger events in observations and models.	1	CESM	stage not stated [CESM]
PMC11536083	39436664	10.1073/pnas.2403015121	PNAS	2024	Longitudinal hippocampal axis in large-scale cortical systems underlying development and episodic memory.	1	fMRIPrep	stage not stated [fMRIPrep v22.0.2]
PMC11536089	39453742	10.1073/pnas.2405806121	PNAS	2024	&lt;i&gt;Arabidopsis&lt;/i&gt; uses a molecular grounding mechanism and a biophysical circuit breaker to limit floral abscission signaling.	8	HTSeq; Jupyter; R; STAR; Seurat; UMAP; edgeR; kallisto	read trimming [HTSeq, STAR] -> alignment/mapping [HTSeq, STAR, kallisto] -> quantification [kallisto] -> normalisation [edgeR] -> dimensionality reduction/clustering [UMAP] -> visualisation [UMAP] -> stage not stated [Jupyter, R v3.6, Seurat]
PMC11536090	39441641	10.1073/pnas.2405717121	PNAS	2024	Optogenetically engineered Septin-7 enhances immune cell infiltration of tumor spheroids.	6	AlphaFold; GROMACS; ImageJ; Jupyter; PyMOL; R	dimensionality reduction/clustering [AlphaFold] -> differential/statistical testing [R v3.5.2] -> simulation/modelling [GROMACS] -> visualisation [Jupyter] -> stage not stated [ImageJ v1.52, PyMOL]
PMC11536092	39441630	10.1073/pnas.2405659121	PNAS	2024	Cryo-EM structure of the zinc-activated channel (ZAC) in the Cys-loop receptor superfamily.	8	CTFFIND; ChimeraX; Clustal Omega; ImageJ; PHENIX; PyMOL; RELION; UCSF Chimera	alignment/mapping [Clustal Omega] -> quantification [ImageJ] -> registration [RELION] -> structure determination [PHENIX] -> stage not stated [CTFFIND v4.1, ChimeraX, PyMOL, UCSF Chimera]
PMC11536093	39446390	10.1073/pnas.2406407121	PNAS	2024	AlphaFold-Multimer accurately captures interactions and dynamics of intrinsically disordered protein regions.	8	AlphaFold; ColabFold; Matplotlib; NumPy; PyMOL; RoseTTAFold; SciPy; seaborn	machine learning [AlphaFold] -> visualisation [PyMOL] -> stage not stated [ColabFold, Matplotlib, NumPy, RoseTTAFold, SciPy, seaborn]
PMC11536095	39432781	10.1073/pnas.2407506121	PNAS	2024	QSOX1 facilitates dormant esophageal cancer stem cells to evade immune elimination via PD-L1 upregulation and CD8 T cell exclusion.	3	ImageJ; Monocle; UMAP	dimensionality reduction/clustering [UMAP] -> visualisation [UMAP] -> stage not stated [ImageJ, Monocle]
PMC11536108	39432777	10.1073/pnas.2407904121	PNAS	2024	WDR20 prevents hepatocellular carcinoma senescence by orchestrating the simultaneous USP12/46-mediated deubiquitination of c-Myc.	1	GSEA	stage not stated [GSEA]
PMC11536113	39446384	10.1073/pnas.2408354121	PNAS	2024	O-GlcNAcylation of enolase 1 serves as a dual regulator of aerobic glycolysis and immune evasion in colorectal cancer.	1	AlphaFold	stage not stated [AlphaFold]
PMC11536117	39432782	10.1073/pnas.2408715121	PNAS	2024	Controlling for polygenic genetic confounding in epidemiologic association studies.	2	LDSC; PLINK	differential/statistical testing [LDSC] -> stage not stated [PLINK]
PMC11536123	39453744	10.1073/pnas.2408071121	PNAS	2024	Intrinsically disordered region amplifies membrane remodeling to augment selective ER-phagy.	4	AlphaFold; CellProfiler; GROMACS; MDAnalysis	simulation/modelling [GROMACS] -> stage not stated [AlphaFold, CellProfiler, MDAnalysis]
PMC11536126	39432796	10.1073/pnas.2409583121	PNAS	2024	Ecological change increases malaria risk in the Brazilian Amazon.	1	R	differential/statistical testing [R v4.1.3]
PMC11536128	39436662	10.1073/pnas.2409684121	PNAS	2024	Interferon lambda 4 is a gut antimicrobial protein.	2	AlphaFold; PyMOL	stage not stated [AlphaFold, PyMOL]
PMC11536129	39432790	10.1073/pnas.2410078121	PNAS	2024	Political organization and gender predict violence in the Andean archaeological record.	2	R; Stan	differential/statistical testing [R, Stan] -> simulation/modelling [Stan]
PMC11536130	39432778	10.1073/pnas.2410874121	PNAS	2024	Tolerance and efficient metabolization of extremely high ethanol concentrations by a social wasp.	2	MAFFT; R	alignment/mapping [MAFFT v7.490] -> differential/statistical testing [R v4.2.1]
PMC11536138	39441632	10.1073/pnas.2412653121	PNAS	2024	Structure and function of &lt;i&gt;Mycobacterium tuberculosis&lt;/i&gt; EfpA as a lipid transporter and its inhibition by BRD-8000.3.	7	AlphaFold; CCP4; Clustal Omega; Coot; PHENIX; PyMOL; UCSF Chimera	alignment/mapping [Clustal Omega] -> structure determination [PHENIX] -> visualisation [PyMOL] -> stage not stated [AlphaFold, CCP4, Coot, UCSF Chimera]
PMC11536142	39436654	10.1073/pnas.2413668121	PNAS	2024	Cross-chiral exponential amplification of an RNA enzyme.	1	DADA2	visualisation [DADA2]
PMC11536144	39453739	10.1073/pnas.2409850121	PNAS	2024	Regional specialization, polyploidy, and seminal fluid transcripts in the &lt;i&gt;Drosophila&lt;/i&gt; female reproductive tract.	5	ImageJ; R; Seurat; SoupX; UMAP	quality control [SoupX v1.5.2] -> dimensionality reduction/clustering [UMAP] -> stage not stated [ImageJ v2.3.0, R v4.1, Seurat v5.0.3]
PMC11536148	39432779	10.1073/pnas.2409597121	PNAS	2024	Maternal NO&lt;sub&gt;2&lt;/sub&gt; exposure and fetal growth restriction: Hypoxia transmission and lncRNAs-proinflammation-mediated abnormal hematopoiesis.	1	GSEA	stage not stated [GSEA]
PMC11536149	39446385	10.1073/pnas.2413880121	PNAS	2024	A hovering bubble with a spontaneous horizontal oscillation.	1	ImageJ	stage not stated [ImageJ]
PMC11536150	39453750	10.1073/pnas.2414539121	PNAS	2024	Anomalous wet summers and rising atmospheric CO<sub>2</sub> concentrations increase the CO<sub>2</sub> sink in a poorly drained forest on permafrost.	1	Python	stage not stated [Python]
PMC11536151	39436659	10.1073/pnas.2412690121	PNAS	2024	Targeting Unc5b in macrophages drives atherosclerosis regression and pro-resolving immune cell function.	1	ImageJ	quantification [ImageJ]
PMC11536152	39441631	10.1073/pnas.2414393121	PNAS	2024	FlaG competes with FliS-flagellin complexes for access to FlhA in the flagellar T3SS to control &lt;i&gt;Campylobacter jejuni&lt;/i&gt; filament length.	1	AlphaFold	stage not stated [AlphaFold]
PMC11536153	39441629	10.1073/pnas.2409407121	PNAS	2024	Endosomal membrane budding patterns in plants.	2	IMOD; LAMMPS	simulation/modelling [LAMMPS] -> visualisation [LAMMPS] -> stage not stated [IMOD]
PMC11536154	39446389	10.1073/pnas.2415383121	PNAS	2024	A protein phosphatase 1 specific &lt;i&gt;phos&lt;/i&gt;phatase &lt;i&gt;ta&lt;/i&gt;rgeting &lt;i&gt;p&lt;/i&gt;eptide (PhosTAP) to identify the PP1 phosphatome.	1	PHENIX	structure determination [PHENIX]
PMC11536156	39441627	10.1073/pnas.2414882121	PNAS	2024	Type VI secretion systems promote intraspecific competition and host interactions in a bee gut symbiont.	11	BLAST; Cutadapt; DADA2; DESeq2; FastQC; HTSeq; QIIME 2; R; STAR; emmeans; lme4	quality control [FastQC] -> read trimming [QIIME 2 v2024.2] -> alignment/mapping [HTSeq, STAR] -> quantification [HTSeq] -> differential/statistical testing [DESeq2, emmeans] -> stage not stated [BLAST, Cutadapt, DADA2, R, lme4]
PMC11536157	39441638	10.1073/pnas.2415398121	PNAS	2024	A myeloid differentiation-like protein in partnership with Toll5 from the pest insect &lt;i&gt;Spodoptera litura&lt;/i&gt; senses baculovirus infection.	3	Clustal Omega; ImageJ; PyMOL	alignment/mapping [Clustal Omega] -> dimensionality reduction/clustering [PyMOL] -> stage not stated [ImageJ]
PMC11536165	39441634	10.1073/pnas.2417543121	PNAS	2024	Meta-learning of human motor adaptation via the dorsal premotor cortex.	3	Python; R; lme4	differential/statistical testing [R v4.3.2, lme4] -> stage not stated [Python v3.7.9]
PMC11536166	39441633	10.1073/pnas.2416877121	PNAS	2024	Dynamics of transcription-coupled repair of cyclobutane pyrimidine dimers and (6-4) photoproducts in &lt;i&gt;Escherichia coli&lt;/i&gt;.	5	BEDTools; Bowtie2; Cutadapt; STAR; Snakemake	read trimming [Cutadapt v3.4, STAR] -> alignment/mapping [Bowtie2 v2.4.5, STAR] -> stage not stated [BEDTools, Snakemake]
PMC11536168	39436665	10.1073/pnas.2416722121	PNAS	2024	AMBRA1 controls the translation of immune-specific genes in T lymphocytes.	6	DESeq2; Enrichr; HTSeq; SAMtools; deepTools; pheatmap	quantification [HTSeq] -> normalisation [pheatmap] -> differential/statistical testing [DESeq2] -> stage not stated [Enrichr, SAMtools, deepTools]
PMC11536171	39446386	10.1073/pnas.2418632121	PNAS	2024	Invasive plants and their root traits are linked to the homogenization of soil microbial communities across the United States.	1	R	stage not stated [R]
PMC11536178	39432785	10.1073/pnas.2415755121	PNAS	2024	Substrate specificity controlled by the exit site of human P4-ATPases, revealed by de novo point mutations in neurological disorders.	2	MUSCLE; UCSF Chimera	alignment/mapping [MUSCLE] -> stage not stated [UCSF Chimera]
PMC11551314	39471221	10.1073/pnas.2415631121	PNAS	2024	Phylogenetic evidence supporting the nonenveloped nature of hepadnavirus ancestors.	1	BLAST	stage not stated [BLAST]
PMC11551315	39475649	10.1073/pnas.2413873121	PNAS	2024	A noncanonical GTPase signaling mechanism controls exit from mitosis in budding yeast.	1	AlphaFold	stage not stated [AlphaFold]
PMC11551317	39467127	10.1073/pnas.2413245121	PNAS	2024	Soil viral-host interactions regulate microplastic-dependent carbon storage.	7	BLAST; Bowtie2; DESeq2; HMMER; R; Trimmomatic; vegan	read trimming [Trimmomatic v0.36] -> alignment/mapping [BLAST, Bowtie2, HMMER] -> quantification [Bowtie2] -> stage not stated [DESeq2, R v4.0.3, vegan]
PMC11551319	39432765	10.1073/pnas.2403309121	PNAS	2024	Higher oxygen content and transport characterize high-altitude ethnic Tibetan women with the highest lifetime reproductive success.	1	GEMMA	differential/statistical testing [GEMMA]
PMC11551320	39475637	10.1073/pnas.2412293121	PNAS	2024	The conformational landscape of fold-switcher KaiB is tuned to the circadian rhythm timescale.	3	AlphaFold; ColabFold; SciPy	dimensionality reduction/clustering [AlphaFold] -> stage not stated [ColabFold, SciPy]
PMC11551321	39467133	10.1073/pnas.2313581121	PNAS	2024	"The reconstruction of evolutionary dynamics of processed pseudogenes indicates deep silencing of ""retrobiome"" in naked mole rat."	2	BEDTools; BLAST	alignment/mapping [BEDTools] -> stage not stated [BLAST]
PMC11551322	39471224	10.1073/pnas.2405051121	PNAS	2024	Open ocean convection drives enhanced eastern pathway of the Glacial Atlantic Meridional Overturning Circulation.	1	CESM	stage not stated [CESM]
PMC11551325	39467131	10.1073/pnas.2410911121	PNAS	2024	Virtual patient analysis identifies strategies to improve the performance of predictive biomarkers for PD-1 blockade.	2	UMAP; scikit-learn	dimensionality reduction/clustering [UMAP] -> machine learning [scikit-learn]
PMC11551328	39467118	10.1073/pnas.2409747121	PNAS	2024	Perturbation-specific transcriptional mapping for unbiased target elucidation of antibiotics.	2	DESeq2; UMAP	dimensionality reduction/clustering [UMAP] -> differential/statistical testing [DESeq2] -> visualisation [UMAP]
PMC11551329	39467130	10.1073/pnas.2403325121	PNAS	2024	Learning-dependent gating of hippocampal inputs by frontal interneurons.	2	Brian2; ImageJ	simulation/modelling [Brian2] -> stage not stated [ImageJ]
PMC11551330	39467116	10.1073/pnas.2322595121	PNAS	2024	Water quality-fisheries tradeoffs in a changing climate underscore the need for adaptive ecosystem-based management.	3	R; Stan; rstanarm	differential/statistical testing [R, Stan, rstanarm]
PMC11551333	39485794	10.1073/pnas.2413096121	PNAS	2024	Designing multicomponent hydrides with potential high T&lt;sub&gt;&lt;i&gt;c&lt;/i&gt;&lt;/sub&gt; superconductivity.	1	Quantum ESPRESSO	stage not stated [Quantum ESPRESSO]
PMC11551338	39475639	10.1073/pnas.2411189121	PNAS	2024	A comprehensive transcriptome characterization of individual nuclear receptor pathways in the human small intestine.	5	DESeq2; ImageJ; R; clusterProfiler; pheatmap	quantification [ImageJ] -> dimensionality reduction/clustering [R, clusterProfiler] -> differential/statistical testing [DESeq2] -> stage not stated [pheatmap]
PMC11551340	39471220	10.1073/pnas.2313304121	PNAS	2024	Differential neural mechanisms underlie cortical gating of visual spatial attention mediated by alpha-band oscillations.	3	EEGLAB; FieldTrip; SPM	alignment/mapping [SPM] -> structure determination [SPM] -> stage not stated [EEGLAB, FieldTrip]
PMC11551342	39471217	10.1073/pnas.2410654121	PNAS	2024	Emergent behaviors of buckling-driven elasto-active structures.	1	OpenCV	stage not stated [OpenCV]
PMC11551344	39467119	10.1073/pnas.2406285121	PNAS	2024	Protein language models learn evolutionary statistics of interacting sequence motifs.	4	AlphaFold; ColabFold; PyMOL; SciPy	alignment/mapping [PyMOL] -> stage not stated [AlphaFold, ColabFold, SciPy]
PMC11551347	39485798	10.1073/pnas.2402277121	PNAS	2024	Atomic view of photosynthetic metabolite permeability pathways and confinement in synthetic carboxysome shells.	6	GROMACS; Matplotlib; NAMD; NumPy; SciPy; VMD	simulation/modelling [GROMACS, NAMD v2.14, VMD] -> stage not stated [Matplotlib, NumPy, SciPy]
PMC11551348	39475643	10.1073/pnas.2417157121	PNAS	2024	2.6-Å resolution cryo-EM structure of a class Ia ribonucleotide reductase trapped with mechanism-based inhibitor N&lt;sub&gt;3&lt;/sub&gt;CDP.	4	ChimeraX; Coot; PHENIX; RELION	structure determination [ChimeraX, PHENIX] -> stage not stated [Coot, RELION]
PMC11551349	39471214	10.1073/pnas.2407439121	PNAS	2024	Hyperspectral unmixing for Raman spectroscopy via physics-constrained autoencoders.	2	Python; TensorFlow	machine learning [TensorFlow] -> stage not stated [Python]
PMC11551350	39485801	10.1073/pnas.2318837121	PNAS	2024	Cellular-resolution optogenetics reveals attenuation-by-suppression in visual cortical neurons.	2	CaImAn; Suite2p	registration [CaImAn, Suite2p]
PMC11551356	39471229	10.1073/pnas.2404173121	PNAS	2024	Deficiency of &lt;i&gt;DDX3X&lt;/i&gt; results in neurogenesis defects and abnormal behaviors via dysfunction of the Notch signaling.	2	GSEA; Seurat	dimensionality reduction/clustering [GSEA] -> stage not stated [Seurat]
PMC11551365	39467139	10.1073/pnas.2410806121	PNAS	2024	Tuning porosity of macroporous hydrogels enables rapid rates of stress relaxation and promotes cell expansion and migration.	1	ImageJ	stage not stated [ImageJ v3.15]
PMC11551373	39467128	10.1073/pnas.2403899121	PNAS	2024	High functional vulnerability across the world's deep-sea hydrothermal vent communities.	1	R	dimensionality reduction/clustering [R]
PMC11551377	39432767	10.1073/pnas.2412817121	PNAS	2024	Heat waves may trigger unexpected surge in aerosol and ozone precursor emissions from sedges in urban landscapes.	1	Python	stage not stated [Python]
PMC11551378	39475642	10.1073/pnas.2408345121	PNAS	2024	Characterization of RNA editing and gene therapy with a compact CRISPR-Cas13 in the retina.	10	BLAST; Bioconductor; GSEA; R; RSEM; STAR; Seurat; Trimmomatic; UMAP; clusterProfiler	quality control [Trimmomatic] -> read trimming [Trimmomatic] -> alignment/mapping [BLAST, STAR v2.7] -> quantification [RSEM] -> normalisation [RSEM, Seurat v4.3] -> dimensionality reduction/clustering [Bioconductor, GSEA, R v4.3, Seurat v4.3, UMAP, clusterProfiler]
PMC11551384	39467121	10.1073/pnas.2401500121	PNAS	2024	The persistent DDT footprint of ocean disposal, and ecological controls on bioaccumulation in fishes.	2	R; brms	differential/statistical testing [R] -> simulation/modelling [brms]
PMC11551388	39471227	10.1073/pnas.2405999121	PNAS	2024	A novel &lt;i&gt;N&lt;/i&gt;4,&lt;i&gt;N&lt;/i&gt;4-dimethylcytidine in the archaeal ribosome enhances hyperthermophily.	3	AlphaFold; SAMtools; Trimmomatic	quality control [Trimmomatic] -> read trimming [Trimmomatic] -> alignment/mapping [SAMtools] -> stage not stated [AlphaFold]
PMC11551392	39475644	10.1073/pnas.2404555121	PNAS	2024	Toward understanding lipid reorganization in RNA lipid nanoparticles in acidic environments.	1	PHENIX	stage not stated [PHENIX]
PMC11551393	39485795	10.1073/pnas.2408347121	PNAS	2024	A meiotic driver hijacks an epigenetic reader to disrupt mitosis in noncarrier offspring.	1	AlphaFold	stage not stated [AlphaFold]
PMC11551396	39471218	10.1073/pnas.2417144121	PNAS	2024	Biochemical analysis of EGFR exon20 insertion variants insASV and insSVD and their inhibitor sensitivity.	2	Coot; PHENIX	structure determination [Coot, PHENIX]
PMC11551405	39475635	10.1073/pnas.2408186121	PNAS	2024	A receptor kinase senses sterol by coupling with elicitins in auxotrophic &lt;i&gt;Phytophthora&lt;/i&gt;.	2	HISAT2; pheatmap	alignment/mapping [HISAT2] -> dimensionality reduction/clustering [pheatmap]
PMC11551408	39475651	10.1073/pnas.2412725121	PNAS	2024	A CRISPR-Cas9 knockout screening identifies IRF2 as a key driver of OAS3/RNase L-mediated RNA decay during viral infection.	1	STAR	alignment/mapping [STAR]
PMC11551409	39475640	10.1073/pnas.2414205121	PNAS	2024	Adaptive CVgen: Leveraging reinforcement learning for advanced sampling in protein folding and chemical reactions.	6	AlphaFold; MDTraj; Matplotlib; OpenMM; PyMOL; scikit-learn	dimensionality reduction/clustering [PyMOL, scikit-learn] -> simulation/modelling [OpenMM] -> visualisation [Matplotlib, PyMOL] -> stage not stated [AlphaFold, MDTraj]
PMC11551413	39485802	10.1073/pnas.2321473121	PNAS	2024	Artificial selection of two antagonistic E3 ubiquitin ligases finetunes soybean photoperiod adaptation and grain yield.	1	Clustal Omega	alignment/mapping [Clustal Omega]
PMC11551416	39475645	10.1073/pnas.2404947121	PNAS	2024	Hyponatremia unleashes neutrophil extracellular traps elevating life-threatening pulmonary embolism risk.	1	R	stage not stated [R v4.0.2]
PMC11551419	39467124	10.1073/pnas.2400369121	PNAS	2024	Aligning the smiles of dating dyads causally increases attraction.	2	R; scikit-learn	differential/statistical testing [scikit-learn] -> stage not stated [R]
PMC11551420	39475647	10.1073/pnas.2415224121	PNAS	2024	Genome-wide profiling of soybean WRINKLED1 transcription factor binding sites provides insight into seed storage lipid biosynthesis.	3	HOMER; MACS2; edgeR	read trimming [edgeR] -> variant calling [edgeR] -> normalisation [edgeR] -> differential/statistical testing [edgeR] -> stage not stated [HOMER, MACS2]
PMC11551422	39485799	10.1073/pnas.2400024121	PNAS	2024	The periaxonal space as a conduit for cerebrospinal fluid flow to peripheral organs.	1	ImageJ	quantification [ImageJ v1.46r]
PMC11551423	39467137	10.1073/pnas.2411419121	PNAS	2024	Observed carbon decoupling of subnational production insufficient for net-zero goal by 2050.	1	CDO	stage not stated [CDO]
PMC11551425	39467134	10.1073/pnas.2411631121	PNAS	2024	Identification of a divalent metal transporter required for cellular iron metabolism in malaria parasites.	2	AlphaFold; ImageJ	stage not stated [AlphaFold, ImageJ]
PMC11551426	39485800	10.1073/pnas.2408618121	PNAS	2024	Structural duality enables a single protein to act as a toxin-antidote pair for meiotic drive.	5	AlphaFold; CTFFIND; MotionCor2; PHENIX; minimap2	alignment/mapping [minimap2] -> structure determination [PHENIX] -> stage not stated [AlphaFold, CTFFIND, MotionCor2]
PMC11551428	39475633	10.1073/pnas.2412349121	PNAS	2024	Effects of oxycodone on placental lineages: Evidence from the transcriptome profile of mouse trophoblast giant cells.	4	AnnData; Python; Seurat; UMAP	dimensionality reduction/clustering [UMAP] -> stage not stated [AnnData, Python, Seurat v5.0.1]
PMC11551430	39475654	10.1073/pnas.2319951121	PNAS	2024	SPATEs promote the survival of &lt;i&gt;Shigella&lt;/i&gt; to the plasma complement system upon local hemorrhage and bacteremia.	4	AlphaFold; BLAST; ColabFold; PyMOL	stage not stated [AlphaFold, BLAST, ColabFold, PyMOL v1.8.4]
PMC11551432	39480852	10.1073/pnas.2414583121	PNAS	2024	Facilitating and restraining virus infection using cell-attachable soluble viral receptors.	2	AlphaFold; CellProfiler	stage not stated [AlphaFold, CellProfiler]
PMC11551434	39467125	10.1073/pnas.2410841121	PNAS	2024	Seawater alkalization via an energy-efficient electrochemical process for CO&lt;sub&gt;2&lt;/sub&gt; capture.	2	Python; SciPy	stage not stated [Python, SciPy]
PMC11551439	39471215	10.1073/pnas.2404775121	PNAS	2024	Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women.	3	Monocle; SCENIC; UMAP	dimensionality reduction/clustering [Monocle, UMAP] -> simulation/modelling [Monocle] -> visualisation [UMAP] -> stage not stated [SCENIC]
PMC11551443	39432766	10.1073/pnas.2404758121	PNAS	2024	Persistently active El Niño-Southern Oscillation since the Mesozoic.	1	CESM	simulation/modelling [CESM]
PMC11551445	39467126	10.1073/pnas.2416255121	PNAS	2024	Cell binding tropism of rat hepatitis E virus is a pivotal determinant of its zoonotic transmission to humans.	1	ImageJ	quantification [ImageJ]
